"ID"	"Name"	"City"	"Country"	"Latitude"	"Longitude"
3917	"Komodo Airport"	"Labuhan Bajo"	"Indonesia"	-8.48666	119.889
3919	"Sultan Aji Muhamad Sulaiman Airport"	"Balikpapan"	"Indonesia"	-1.26827001572	116.893997192
3920	"Juwata Airport"	"Taraken"	"Indonesia"	3.326667	117.569444
3921	"Temindung Airport"	"Samarinda"	"Indonesia"	-0.484530985355	117.156997681
3922	"Tanjung Santan Airport"	"Tanjung Santan"	"Indonesia"	-0.0929730013013	117.45300293
3923	"Selaparang Airport"	"Mataram"	"Indonesia"	-8.56070995331	116.095001221
3924	"Muhammad Salahuddin Airport"	"Bima"	"Indonesia"	-8.5396499633789	118.68699645996
3927	"Umbu Mehang Kunda Airport"	"Waingapu"	"Indonesia"	-9.66922	120.302002
3928	"Juanda International Airport"	"Surabaya"	"Indonesia"	-7.37982988357544	112.787002563477
3929	"Adi Sumarmo Wiryokusumo Airport"	"Solo City"	"Indonesia"	-7.51608991622925	110.75700378418
3930	"Incheon International Airport"	"Seoul"	"South Korea"	37.4691009521484	126.450996398926
3931	"Chiang Mai International Airport"	"Chiang Mai"	"Thailand"	18.7667999268	98.962600708
3932	"Chiang Rai International Airport"	"Chiang Rai"	"Thailand"	19.952299118	99.8828964233
3933	"Nakhon Si Thammarat Airport"	"Nakhon Si Thammarat"	"Thailand"	8.5396203994751	99.9447021484375
3935	"Nakhon Ratchasima Airport"	"Nakhon Ratchasima"	"Thailand"	14.9495000839233	102.313003540039
3936	"Nakhon Phanom Airport"	"Nakhon Phanom"	"Thailand"	17.3838005065918	104.642997741699
3937	"Ubon Ratchathani Airport"	"Ubon Ratchathani"	"Thailand"	15.2512998581	104.870002747
3938	"Khon Kaen Airport"	"Khon Kaen"	"Thailand"	16.4666004181	102.783996582
3939	"Sukhothai Airport"	"Sukhothai"	"Thailand"	17.238000869751	99.8181991577148
3940	"Ngurah Rai (Bali) International Airport"	"Denpasar"	"Indonesia"	-8.7481698989868	115.16699981689
3941	"Eleftherios Venizelos International Airport"	"Athens"	"Greece"	37.9364013672	23.9444999695
3942	"Chubu Centrair International Airport"	"Nagoya"	"Japan"	34.8583984375	136.804992675781
3943	"Kobe Airport"	"Kobe"	"Japan"	34.6328010559082	135.223999023438
3944	"Pullman Moscow Regional Airport"	"Pullman"	"United States"	46.7439	-117.110001
3945	"Lewiston Nez Perce County Airport"	"Lewiston"	"United States"	46.3745002746582	-117.014999389648
3946	"Elmira Corning Regional Airport"	"Elmira"	"United States"	42.1599006652832	-76.8916015625
3947	"Ithaca Tompkins Regional Airport"	"Ithaca"	"United States"	42.4910011291504	-76.4583969116211
3948	"Monterey Peninsula Airport"	"Monterey"	"United States"	36.5870018005371	-121.843002319336
3949	"Santa Barbara Municipal Airport"	"Santa Barbara"	"United States"	34.42620087	-119.8399963
3950	"Daytona Beach International Airport"	"Daytona Beach"	"United States"	29.179899	-81.058098
3952	"Liepāja International Airport"	"Liepaja"	"Latvia"	56.5175018310547	21.0969009399414
3953	"Riga International Airport"	"Riga"	"Latvia"	56.9235992431641	23.9710998535156
3954	"Šiauliai International Airport"	"Siauliai"	"Lithuania"	55.8939018249512	23.3950004577637
3955	"Barysiai Airport"	"Barysiai"	"Lithuania"	56.0705986022949	23.5580997467041
3956	"Kaunas International Airport"	"Kaunas"	"Lithuania"	54.9639015197754	24.0848007202148
3957	"S. Darius and S. Girėnas Airfield"	"Kaunas"	"Lithuania"	54.879799	23.8815
3958	"Palanga International Airport"	"Palanga"	"Lithuania"	55.973201751709	21.093900680542
3959	"Vilnius International Airport"	"Vilnius"	"Lithuania"	54.634102	25.285801
3960	"Panevėžys Air Base"	"Panevezys"	"Lithuania"	55.7294006347656	24.4608001708984
3962	"Erebuni Airport"	"Yerevan"	"Armenia"	40.1221008301	44.4650001526
3963	"Stepanavan Airport"	"Stepanavan"	"Armenia"	41.048500061	44.3372001648
3964	"Zvartnots International Airport"	"Yerevan"	"Armenia"	40.1473007202	44.3959007263
3965	"Gyumri Shirak Airport"	"Gyumri"	"Armenia"	40.7504005432	43.8592987061
3966	"Assab International Airport"	"Assab"	"Eritrea"	13.0718002319336	42.6450004577637
3967	"Asmara International Airport"	"Asmara"	"Eritrea"	15.2918996810913	38.910701751709
3968	"Massawa International Airport"	"Massawa"	"Eritrea"	15.6700000762939	39.3700981140137
3969	"Yasser Arafat International Airport"	"Gaza"	"Palestine"	31.24640083313	34.276100158691
3971	"Batumi International Airport"	"Batumi"	"Georgia"	41.6102981567	41.5997009277
3972	"Kopitnari Airport"	"Kutaisi"	"Georgia"	42.176700592	42.4826011658
3973	"Tbilisi International Airport"	"Tbilisi"	"Georgia"	41.6692008972	44.95470047
3974	"Mukalla International Airport"	"Mukalla"	"Yemen"	14.6625995635986	49.375
3975	"Ta'izz International Airport"	"Taiz"	"Yemen"	13.6859998703	44.1390991211
3976	"Hodeidah International Airport"	"Hodeidah"	"Yemen"	14.7530002593994	42.9762992858887
3977	"Aden International Airport"	"Aden"	"Yemen"	12.8295001983643	45.0288009643555
3978	"Ataq Airport"	"Ataq"	"Yemen"	14.5513000488281	46.8261985778809
3979	"Al Ghaidah International Airport"	"Al Ghaidah Intl"	"Yemen"	16.1916999816895	52.1749992370605
3980	"Sana'a International Airport"	"Sanaa"	"Yemen"	15.476300239563	44.2196998596191
3982	"Beihan Airport"	"Beihan"	"Yemen"	14.7819995880127	45.720100402832
3984	"Socotra International Airport"	"Socotra"	"Yemen"	12.6307001113892	53.9057998657227
3985	"Al Badie Airport"	"Al Badie"	"Yemen"	18.7192993164062	50.8368988037109
3986	"Memmingen Allgau Airport"	"Memmingen"	"Germany"	47.9888000488	10.2395000458
3987	"Nevşehir Kapadokya Airport"	"Nevsehir"	"Turkey"	38.7719	34.5345
3988	"Ministro Pistarini International Airport"	"Buenos Aires"	"Argentina"	-34.8222	-58.5358
3989	"Erbil International Airport"	"Erbil"	"Iraq"	36.2375984191895	43.9631996154785
3990	"Emerald Airport"	"Emerald"	"Australia"	-23.5674991608	148.179000854
3991	"Athen Helenikon Airport"	"Athens"	"Greece"	37.893299	23.726101
3992	"Kansai International Airport"	"Osaka"	"Japan"	34.4272994995117	135.244003295898
3993	"Downtown-Manhattan/Wall St Heliport"	"New York"	"United States"	40.70119858	-74.00900269
3994	"Tagbilaran Airport"	"Tagbilaran"	"Philippines"	9.665442	123.853533
3995	"Ilulissat Airport"	"Ilulissat"	"Greenland"	69.2432022095	-51.0570983887
3996	"Qasigiannguit Heliport"	"Qasigiannguit"	"Greenland"	68.822815547	-51.1734473705
3997	"Aasiaat Airport"	"Aasiaat"	"Greenland"	68.7218017578	-52.7846984863
3998	"Palma De Mallorca Airport"	"Palma de Mallorca"	"Spain"	39.551700592	2.73881006241
3999	"Darwin International Airport"	"Darwin"	"Australia"	-12.4146995544434	130.876998901367
4000	"Surat Thani Airport"	"Surat Thani"	"Thailand"	9.13259983063	99.135597229
4004	"Talkeetna Airport"	"Talkeetna"	"United States"	62.320499420166	-150.09399414062
4005	"Xewkija Heliport"	"Gozo"	"Malta"	36.027199	14.2728
4006	"Tweed New Haven Airport"	"New Haven"	"United States"	41.26369858	-72.88680267
4007	"Asheville Regional Airport"	"Asheville"	"United States"	35.4361991882324	-82.5418014526367
4008	"Piedmont Triad International Airport"	"Greensboro"	"United States"	36.0978012084961	-79.9373016357422
4009	"Joe Foss Field Airport"	"Sioux Falls"	"United States"	43.5820007324	-96.741897583
4010	"Ayers Rock Connellan Airport"	"Uluru"	"Australia"	-25.1861	130.975998
4011	"Manchester-Boston Regional Airport"	"Manchester NH"	"United States"	42.932598	-71.435699
4012	"Naples Municipal Airport"	"Naples"	"United States"	26.1525993347	-81.7752990723
4013	"LTS Pulau Redang Airport"	"Redang"	"Malaysia"	5.76527976989746	103.00700378418
4014	"Louisville International Standiford Field"	"Louisville"	"United States"	38.1744	-85.736
4015	"Charlottesville Albemarle Airport"	"Charlottesville VA"	"United States"	38.138599395752	-78.4529037475586
4016	"Roanoke–Blacksburg Regional Airport"	"Roanoke VA"	"United States"	37.3255	-79.975403
4017	"Blue Grass Airport"	"Lexington KY"	"United States"	38.0364990234375	-84.6059036254883
4018	"Evansville Regional Airport"	"Evansville"	"United States"	38.0369987488	-87.5324020386
4019	"Albuquerque International Sunport"	"Albuquerque"	"United States"	35.040199	-106.609001
4020	"Gallatin Field"	"Bozeman"	"United States"	45.77750015	-111.1529999
4021	"Billings Logan International Airport"	"Billings"	"United States"	45.8077011108398	-108.542999267578
4022	"Bert Mooney Airport"	"Butte"	"United States"	45.9547996520996	-112.497001647949
4023	"Cherry Capital Airport"	"Traverse City"	"United States"	44.7414016723633	-85.5821990966797
4024	"Mundo Maya International Airport"	"Flores"	"Guatemala"	16.9137992859	-89.8664016724
4025	"Hancock County-Bar Harbor Airport"	"Bar Harbor"	"United States"	44.45000076	-68.3615036
4026	"Knox County Regional Airport"	"Rockland"	"United States"	44.06010056	-69.09919739
4027	"Jackson Hole Airport"	"Jacksn Hole"	"United States"	43.6072998046875	-110.737998962402
4028	"Chicago Rockford International Airport"	"Rockford"	"United States"	42.1954002380371	-89.0971984863281
4029	"Domodedovo International Airport"	"Moscow"	"Russia"	55.4087982177734	37.9062995910645
4030	"Sanya Phoenix International Airport"	"Sanya"	"China"	18.3029003143311	109.412002563477
4031	"Milford Sound Airport"	"Milford Sound"	"New Zealand"	-44.6733016967773	167.923004150391
4033	"Lijiang Airport"	"Lijiang"	"China"	26.6800003052	100.246002197
4034	"Greenville Spartanburg International Airport"	"Greenville"	"United States"	34.8956985474	-82.2189025879
4037	"Central Illinois Regional Airport at Bloomington-Normal"	"Bloomington"	"United States"	40.47710037	-88.91590118
4038	"Gulfport Biloxi International Airport"	"Gulfport"	"United States"	30.4073009490967	-89.0700988769531
4039	"Kalamazoo Battle Creek International Airport"	"Kalamazoo"	"United States"	42.2349014282227	-85.5521011352539
4040	"Toledo Express Airport"	"Toledo"	"United States"	41.58679962	-83.80780029
4041	"Fort Wayne International Airport"	"Fort Wayne"	"United States"	40.97850037	-85.19509888
4042	"Decatur Airport"	"Decatur"	"United States"	39.8345985412598	-88.8656997680664
4043	"The Eastern Iowa Airport"	"Cedar Rapids"	"United States"	41.8847007751465	-91.7108001708984
4044	"La Crosse Municipal Airport"	"La Crosse"	"United States"	43.879002	-91.256699
4045	"Central Wisconsin Airport"	"Wassau"	"United States"	44.7775993347	-89.6668014526
4046	"General Wayne A. Downing Peoria International Airport"	"Peoria"	"United States"	40.6641998291	-89.6932983398
4047	"Appleton International Airport"	"Appleton"	"United States"	44.2580986023	-88.5190963745
4048	"Rochester International Airport"	"Rochester"	"United States"	43.9082984924316	-92.5
4049	"University of Illinois Willard Airport"	"Champaign"	"United States"	40.03919983	-88.27809906
4050	"Manhattan Regional Airport"	"Manhattan"	"United States"	39.140998840332	-96.6707992553711
4051	"Kingscote Airport"	"Kingscote"	"Australia"	-35.7139015197754	137.52099609375
4052	"Hervey Bay Airport"	"Hervey Bay"	"Australia"	-25.3188991547	152.880004883
4054	"Dali Airport"	"Dali"	"China"	25.649401	100.319
4056	"Mulu Airport"	"Mulu"	"Malaysia"	4.04832983016968	114.805000305176
4057	"Sharm El Sheikh International Airport"	"Sharm El Sheikh"	"Egypt"	27.9773006439	34.3950004578
4058	"Venango Regional Airport"	"Franklin"	"United States"	41.3778991699	-79.8603973389
4059	"Jomo Kenyatta International Airport"	"Nairobi"	"Kenya"	-1.31923997402	36.9277992249
4060	"Seronera Airport"	"Seronera"	"Tanzania"	-2.45806	34.822498
4061	"El Calafate Airport"	"El Calafate"	"Argentina"	-50.2803	-72.053101
4062	"Armidale Airport"	"Armidale"	"Australia"	-30.5280990601	151.617004395
4063	"Grand Junction Regional Airport"	"Grand Junction"	"United States"	39.1223983765	-108.527000427
4064	"St George Municipal Airport"	"Saint George"	"United States"	37.036389	-113.510306
4065	"David Wayne Hooks Memorial Airport"	"Houston"	"United States"	30.0618000031	-95.5528030396
4066	"Port O'Connor Private Heliport"	"Port O\'Connor"	"United States"	28.429725	-96.444419
4067	"Sarasota Bradenton International Airport"	"Sarasota"	"United States"	27.3953990936279	-82.5543975830078
4069	"L.F. Wade International International Airport"	"Bermuda"	"Bermuda"	32.3639984130859	-64.6787033081055
4071	"Van Nuys Airport"	"Van Nuys"	"United States"	34.209800720215	-118.48999786377
4072	"Quad City International Airport"	"Moline"	"United States"	41.4485015869141	-90.5074996948242
4073	"Panama City-Bay Co International Airport"	"Panama City"	"United States"	30.212099	-85.6828
4074	"Honiara International Airport"	"Honiara"	"Solomon Islands"	-9.4280004501343	160.05499267578
4075	"Faa'a International Airport"	"Papeete"	"French Polynesia"	-17.553699	-149.606995
4076	"Nauru International Airport"	"Nauru"	"Nauru"	-0.547458	166.919006
4077	"Funafuti International Airport"	"Funafuti"	"Tuvalu"	-8.525	179.195999
4078	"Tolmachevo Airport"	"Novosibirsk"	"Russia"	55.012599945068	82.650703430176
4080	"Samsø Airport"	"Samsoe"	"Denmark"	55.8894996643066	10.6136999130249
4081	"Xieng Khouang Airport"	"Phon Savan"	"Laos"	19.450001	103.157997
4083	"Bismarck Municipal Airport"	"Bismarck"	"United States"	46.7727012634277	-100.746002197266
4084	"Telluride Regional Airport"	"Telluride"	"United States"	37.9538002	-107.9079971
4085	"Yinchuan Airport"	"Yinchuan"	"China"	38.481899	106.009003
4086	"Mae Hong Son Airport"	"Mae Hong Son"	"Thailand"	19.3013000488281	97.9757995605469
4087	"Rapid City Regional Airport"	"Rapid City"	"United States"	44.0452995300293	-103.056999206543
4088	"Mc Clellan-Palomar Airport"	"Carlsbad"	"United States"	33.12829971	-117.2799988
4089	"Bishop International Airport"	"Flint"	"United States"	42.9654006958008	-83.7435989379883
4090	"Francisco Bangoy International Airport"	"Davao"	"Philippines"	7.1255202293396	125.646003723145
4091	"Madeira Airport"	"Funchal"	"Portugal"	32.697899	-16.7745
4092	"Maestro Wilson Fonseca Airport"	"Santarem"	"Brazil"	-2.42472195625305	-54.785831451416
4093	"Sihanoukville International Airport"	"Sihanoukville"	"Cambodia"	10.57970047	103.637001038
4094	"Ekati Airport"	"Ekati"	"Canada"	64.6988983154	-110.614997864
4095	"Hawke's Bay Airport"	"NAPIER"	"New Zealand"	-39.465801	176.869995
4096	"Levuka Airfield"	"Levuka"	"Fiji"	-17.7110996246	178.759002686
4097	"Lhasa Gonggar Airport"	"Lhasa"	"China"	29.2978000641	90.9119033813
4098	"Redding Municipal Airport"	"Redding"	"United States"	40.50899887	-122.2929993
4099	"Mahlon Sweet Field"	"Eugene"	"United States"	44.1245994567871	-123.21199798584
4100	"Idaho Falls Regional Airport"	"Idaho Falls"	"United States"	43.514599	-112.070999
4101	"Rogue Valley International Medford Airport"	"Medford"	"United States"	42.3741989135742	-122.873001098633
4102	"Kaikoura Airport"	"Kaikoura"	"New Zealand"	-42.4249992370605	173.604995727539
4103	"Roberts Field"	"Redmond-Bend"	"United States"	44.2541008	-121.1500015
4104	"Picton Aerodrome"	"Picton"	"New Zealand"	-41.346099853516	173.95599365234
4105	"Hosea Kutako International Airport"	"Windhoek"	"Namibia"	-22.4799	17.4709
4106	"Victoria Harbour Seaplane Base"	"Victoria"	"Canada"	48.4249858939	-123.388867378
4107	"Coal Harbour Seaplane Base"	"Vancouver"	"Canada"	50.5999984741	-127.583000183
4108	"Yaoqiang Airport"	"Jinan"	"China"	36.8572006225586	117.216003417969
4109	"Changzhou Benniu Airport"	"Changzhou"	"China"	31.919701	119.778999
4110	"Yibin Caiba Airport"	"Yibin"	"China"	28.8005555556	104.545
4111	"Roshchino International Airport"	"Tyumen"	"Russia"	57.1896018982	65.3243026733
4112	"Akron Canton Regional Airport"	"Akron"	"United States"	40.9160995483398	-81.4421997070312
4113	"Huntsville International Carl T Jones Field"	"Huntsville"	"United States"	34.637199401855	-86.775100708008
4114	"Mid Ohio Valley Regional Airport"	"PARKERSBURG"	"United States"	39.345100402832	-81.4392013549805
4115	"Montgomery Regional (Dannelly Field) Airport"	"MONTGOMERY"	"United States"	32.30059814	-86.39399719
4116	"Tri-Cities Regional TN/VA Airport"	"BRISTOL"	"United States"	36.475201	-82.407401
4117	"Barkley Regional Airport"	"PADUCAH"	"United States"	37.0607986450195	-88.7738037109375
4119	"Djibouti-Ambouli Airport"	"Djibouti"	"Djibouti"	11.5473003387451	43.1595001220703
4120	"Haikou Meilan International Airport"	"Haikou"	"China"	19.9349002838135	110.458999633789
4121	"Mafia Island Airport"	"Mafia Island"	"Tanzania"	-7.917478	39.668502
4124	"Page Municipal Airport"	"Page"	"United States"	36.92610168	-111.447998
4125	"Utila Airport"	"Utila"	"Honduras"	16.1131	-86.880302
4127	"Glacier Park International Airport"	"Kalispell"	"United States"	48.3105010986328	-114.255996704102
4128	"MBS International Airport"	"Saginaw"	"United States"	43.532901763916	-84.0795974731445
4129	"Greater Binghamton/Edwin A Link field"	"Binghamton"	"United States"	42.20869827	-75.97979736
4130	"Baghdad International Airport"	"Baghdad"	"Iraq"	33.2625007629	44.2346000671
4131	"Nan Airport"	"Nan"	"Thailand"	18.8078994750977	100.782997131348
4132	"Roi Et Airport"	"Roi Et"	"Thailand"	16.1168003082275	103.774002075195
4133	"Buri Ram Airport"	"Buri Ram"	"Thailand"	15.2294998168945	103.252998352051
4135	"Trat Airport"	"Trat"	"Thailand"	12.274600029	102.319000244
4136	"Blythe Airport"	"Blythe"	"United States"	33.6192016602	-114.717002869
4137	"Al Asad Air Base"	"Al Asad"	"Iraq"	33.7855987549	42.4412002563
4138	"Al Taqaddum Air Base"	"Al Taqaddum"	"Iraq"	33.33810043335	43.597099304199
4139	"Joint Base Balad"	"Al Bakr"	"Iraq"	33.9402008057	44.3615989685
4140	"Diosdado Macapagal International Airport"	"Angeles City"	"Philippines"	15.186	120.559998
4141	"Sandakan Airport"	"Sandakan"	"Malaysia"	5.90089988708496	118.05899810791
4142	"Luang Namtha Airport"	"Luang Namtha"	"Laos"	20.966999	101.400002
4143	"Oudomsay Airport"	"Muang Xay"	"Laos"	20.6826992034912	101.994003295898
4144	"Taoxian Airport"	"Shenyang"	"China"	41.6398010253906	123.483001708984
4145	"Dongying Shengli Airport"	"Dongying"	"China"	37.5085983276	118.788002014
4146	"John A. Osborne Airport"	"Geralds"	"Montserrat"	16.7914009094238	-62.1932983398438
4147	"Petersburg James A Johnson Airport"	"Petersburg"	"United States"	56.80170059	-132.9450073
4148	"Luoyang Airport"	"Luoyang"	"China"	34.7411003113	112.388000488
4149	"Xuzhou Guanyin Airport"	"Xuzhou"	"China"	34.059056	117.555278
4151	"Magway Airport"	"Magwe"	"Burma"	20.1656	94.941399
4152	"Kanti Airport"	"Khamti"	"Burma"	25.9883003234863	95.6744003295898
4153	"Lien Khuong Airport"	"Dalat"	"Vietnam"	11.75	108.366997
4154	"Dong Hoi Airport"	"Dong Hoi"	"Vietnam"	17.515	106.590556
4155	"Rach Gia Airport"	"Rach Gia"	"Vietnam"	9.95802997234	105.132379532
4156	"Cà Mau Airport"	"Ca Mau"	"Vietnam"	9.177667	105.177778
4157	"Chu Lai International Airport"	"Chu Lai"	"Vietnam"	15.4033002853	108.706001282
4158	"Dong Tac Airport"	"Tuy Hoa"	"Vietnam"	13.0495996475	109.333999634
4159	"Mae Hong Son Airport"	"Pai"	"Thailand"	19.3719997406	98.43699646
4160	"Bol Airport"	"Brac"	"Croatia"	43.285701751709	16.6797008514404
4161	"Yaoundé Nsimalen International Airport"	"Yaounde"	"Cameroon"	3.72255992889404	11.5532999038696
4162	"Conakry International Airport"	"Conakry"	"Guinea"	9.57689	-13.612
4165	"Aachen-Merzbrück Airport"	"Aachen"	"Germany"	50.823055267334	6.18638896942139
4166	"Karlsruhe Baden-Baden Airport"	"Karlsruhe/Baden-Baden"	"Germany"	48.7793998718	8.08049964905
4167	"Orlando Sanford International Airport"	"Sanford"	"United States"	28.7775993347168	-81.2375030517578
4169	"John Murtha Johnstown Cambria County Airport"	"Johnstown"	"United States"	40.3161010742188	-78.8339004516602
4170	"Lukla Airport"	"Lukla"	"Nepal"	27.6868991851807	86.7296981811523
4171	"Bhojpur Airport"	"Bhojpur"	"Nepal"	27.1473999023438	87.0507965087891
